"ACTOR1","ACTOR2","COUNTRY","EVENT_DATE","EVENT_ID_CNTY","EVENT_TYPE","ISO","LOCATION","NOTES","SUB_EVENT_TYPE","YEAR","annotation_id","annotator","created_at","id","lead_time","max_partviolence","max_secengagement","mmad_issue","mmad_max_scope","mmad_mean_avg_numparticipants","mmad_side","mmd_participants","mmd_participants_category","mmd_protesterdemand_1","mmd_protesterdemand_2","mmd_protesteridentity","mmd_protesterviolence","mmd_protestnumber","mmd_stateresponse_1","mmd_stateresponse_2","navco_camp_goals","navco_damage","navco_fatal_casu","navco_injuries","navco_num_partic_event","navco_nv_categ","navco_nv_commission","navco_nv_concentration","navco_nv_tactic_ns","navco_st_posture","navco_tactic_choice","navco_v_tactic_ns","scad_cgovtarget","scad_escalation","scad_etype","scad_gender_tags","scad_issues_1","scad_issues_2","scad_ndeath","scad_npart","scad_repress","scad_rgovtarget","updated_at"
"Protesters (India)","","India","2017-02-09","IND14477","Protests",356,"Ugra Kheri","Protesters from All India Jat Aarakshan Sangharsh Samiti took out a protest march towards the sports stadium at Umrakheri village near the Panipat-Shamli road on Thursday, demanding quota for Jats in central government jobs among others. Day 12","Peaceful protest",2017,334,"1","2025-08-04T10:05:40.236795Z",1276,93.643,"NA","NA","for:job quota","national","","anti-gov","","","labor_wage_dispute","","All India Jat Aarakshan Sangharsh Samiti protestors","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-08-04T10:05:40.236813Z"
"Protesters (India)","","India","2016-10-07","IND9492","Protests",356,"Mohali","Teachers and students of the Government High School, Daon in Mohali, staged a protest on Friday against the head teacher's behaviour towards female staff members and girl students.","Peaceful protest",2016,335,"1","2025-08-04T10:06:48.495803Z",1277,66.483,"NA","NA","against:teacher behaviour","NA (only non-gov)","","non-gov target","","","remove_corrupt_person","","Teachers and students","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-04T10:06:48.495828Z"
"Protesters (India)","Police Forces of India (2014-)","India","2016-02-22","IND1582","Protests",356,"Bathinda","On 22 February 2016, members of the ETT TET Pass Teachers Action Committee, Punjab, staged a protest against the state government at the Teachers Home in Bathinda. The agitating teachers were planning to take out a protest march in the city, but they were stopped by the police inside the Teachers Home as police personnel locked them from outside. They accused the state government of turning the recruitment of teachers against 3,522 vacant posts in government schools into a conundrum.","Protest with intervention",2016,336,"1","2025-08-04T11:36:58.945216Z",1278,246.875,"NA","physical_intervention","against:government","national","","anti-gov","","","","","ETT TET Pass Teachers Action Committee","no","","crowd_dispersal","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:36:58.945243Z"
"Protesters (India)","","India","2021-01-26","IND88215","Protests",356,"Amritsar","On 26 January 2021, hundreds of farmers staged a protest, in Amritsar district (Punjab), against the farm bills passed by the central government on Republic day.","Peaceful protest",2021,337,"1","2025-08-04T11:39:35.725843Z",1279,87.581,"NA","NA","against:farm laws","national","hundreds","anti-gov","hundreds","100-999","land_farm_issue","","farmers","no","[{""number"":100}]","ignore","","policy_change","","","","hundreds","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","food_water_subsistence","","","101_to_1000","none","no","2025-08-04T11:39:35.725871Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2019-10-10","TUR9663","Protests",792,"Yenisehir","On 10 October 2019, an HDP-led protest took place in Yenisehir, Diyarbakir city to oppose the dismissal of the HDP mayors of Diyarbakir, Mardin and Van. Police dispersed the group and reportedly beat participants, including 3 HDP MPs. 25 protesters were said to have been detained, including leaders of local branches of HDP. ESP also participated in the event.","Protest with intervention",2019,338,"1","2025-08-04T11:41:28.699206Z",1280,111.428,"NA","physical_intervention","against:dismissal of mayor","national","","anti-gov","","","political_behavior_process","","HDP","no","","beatings","arrests","policy_change","","","[{""number"":3}]","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:41:28.699234Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2019-09-03","TUR9155","Protests",792,"Ankara","On 3 September 2019, the former public workers who were dismissed by legislative decrees were dispersed by police forces when they tried to stage a protest on Yuksel Street in Cankaya, Ankara city. Four protesters were detained .","Protest with intervention",2019,339,"1","2025-08-04T11:43:56.856556Z",1281,146.503,"NA","presence_only","against:firing of workers","national","","anti-gov","","","labor_wage_dispute","","public workers","no","","arrests","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:43:56.856583Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2019-06-25","TUR8477","Protests",792,"Ankara","On 25 June 2019, the former public workers who were dismissed by legislative decrees were dispersed by police forces when they tried to stage a protest on Yuksel Street in Cankaya, Ankara city. Four protesters were detained .","Protest with intervention",2019,340,"1","2025-08-04T11:46:08.481414Z",1282,128.724,"NA","physical_intervention","against:firing of workers","national","","anti-gov","","","labor_wage_dispute","","public workers","no","","arrests","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:46:08.481443Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2019-04-20","TUR7866","Protests",792,"Ankara","On 20 April 2019, the former public workers who were dismissed by legislative decrees were dispersed by police forces when they tried to stage a protest on Yuksel Street in Cankaya, Ankara city. Four protesters were detained.","Protest with intervention",2019,341,"1","2025-08-04T11:46:59.809889Z",1283,49.957,"NA","physical_intervention","against:firing of workers","national","","anti-gov","","","labor_wage_dispute","","public workers","no","","arrests","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:46:59.809915Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2018-11-10","TUR6906","Protests",792,"Ankara","On 10 November 2018, the former public workers who were dismissed by legislative decrees were dispersed by police forces when they tried to stage a protest on Yuksel Street in Cankaya, Ankara city. Seven protesters were detained.","Protest with intervention",2018,342,"1","2025-08-04T11:47:50.791213Z",1284,49.2,"NA","physical_intervention","against:firing of workers","national","","anti-gov","","","labor_wage_dispute","political_behavior_process","public workers","no","","arrests","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:47:50.791253Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2018-09-26","TUR6652","Protests",792,"Ankara","On 26 September 2018, the former public workers who were dismissed by legislative decrees were dispersed by Police forces when they tried to stage a protest on Yuksel Street of Ankara city. six protesters were detained.","Protest with intervention",2018,343,"1","2025-08-04T11:49:14.426642Z",1285,82.044,"NA","physical_intervention","against:firing of workers","national","","anti-gov","","","political_behavior_process","","public workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-04T11:49:14.426668Z"
"Rioters (Kenya)","","Kenya","1999-06-15","KEN443","Riots",404,"Mombasa","Students riot over alleged corruption in the education system","Violent demonstration",1999,344,"1","2025-08-04T11:51:23.487936Z",1286,106.291,"NA","NA","against:corruption","national","","anti-gov","","","political_behavior_process","","students","no","","ignore","","policy_change","","","","","","","","riot","","nonviolent","","yes","no_escalation","spont_riot","","other","","","unknown","none","no","2025-08-04T11:51:23.487963Z"
"Protesters (Myanmar)","","Myanmar","2021-02-13","MMR11815","Protests",104,"Matupi","On 13 February 2021, in Matupi town (Matupi Township, Mindat District, Chin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,345,"1","2025-08-04T11:52:15.651202Z",1287,50.599,"NA","NA","against:military coup","national","","anti-gov","","","political_behavior_process","","locals","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","unknown","none","no","2025-08-04T11:52:15.651229Z"
"Protesters (Pakistan)","","Pakistan","2021-06-04","PAK67453","Protests",586,"Kandhkot","On 4 June 2021, activists of PPP took out a protest rally in Kandhkot town (Kashmore, Sindh), against shortage of water.","Peaceful protest",2021,346,"1","2025-08-04T11:53:36.271113Z",1288,79.201,"NA","NA","against:water shortage","national","","anti-gov","","","land_farm_issue","","PPP Activists","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","food_water_subsistence","","","unknown","none","no","2025-08-04T11:53:36.271140Z"
"Protesters (Pakistan)","","Pakistan","2020-10-28","PAK62530","Protests",586,"Badin","On 28 October 2020, journalists and media workers protested in Badin city (Badin, Sindh), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,347,"1","2025-08-04T11:55:03.873837Z",1289,85.94,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","Journalists and media workers","no","","ignore","","policy_change","","","","","protest","","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-08-04T11:55:03.873877Z"
"Protesters (Pakistan)","","Pakistan","2016-07-14","PAK32360","Protests",586,"Larkana","Residents of different areas protested against the several hours unannounced load shedding.","Peaceful protest",2016,348,"1","2025-08-04T11:56:29.814235Z",1290,84.166,"NA","NA","against:load shedding","NA (only non-gov)","","non-gov target","","","political_behavior_process","","","","","","","unknown","","","","","protest","commission","concentration","protest","","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","unknown","","","unknown","none","no","2025-08-04T11:56:29.814261Z"
"Protesters (Pakistan)","","Pakistan","2016-02-09","PAK30588","Protests",586,"Hyderabad","On 2 September 2016, members of the International Youth and Workers Movement, a student organization, held a protest demonstration in Hyderabad to demand the removal of a ban on student unions.","Peaceful protest",2016,349,"1","2025-08-04T11:58:56.391770Z",1291,114.239,"NA","NA","against:ban on student unions","national","","anti-gov","","","political_behavior_process",""," International Youth and Workers Movement","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","education","","","unknown","none","no","2025-08-04T11:58:56.391796Z"
"Protesters (Pakistan)","","Pakistan","2015-11-14","PAK29600","Protests",586,"Hyderabad","Different protest demonstrations were recorded by people in favor of their demands outside Hyderabad press club, including against corruption, over medical issues, and insecurity.","Peaceful protest",2015,350,"1","2025-08-04T12:00:00.941170Z",1292,62.902,"NA","NA","against:corruption","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","unknown","","","unknown","none","no","2025-08-04T12:00:00.941205Z"
"Protesters (Pakistan)","","Pakistan","2015-08-05","PAK28389","Protests",586,"Sujawal","On 5 August 2015, local farmers held a protest demonstration in Sujawal against a shortage of water in their areas.","Peaceful protest",2015,351,"1","2025-08-11T13:52:00.919996Z",1293,92.187,"NA","NA","against:water shortage","local","","anti-gov","","","land_farm_issue","","farmers","no","","ignore","","policy_change","","","","","","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","food_water_subsistence","","","unknown","none","no","2025-08-11T13:52:00.920022Z"
"Protesters (Pakistan)","","Pakistan","2014-07-07","PAK23557","Protests",586,"Karachi","Members of various organizations staged a protest in Sindh against the non-arrest of rapists.","Peaceful protest",2014,352,"1","2025-08-11T13:53:36.150647Z",1294,91.563,"NA","NA","against: non arrest of rapists","national","","anti-gov","","","political_behavior_process","","various organizations","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T13:53:36.150678Z"
"Protesters (Pakistan)","","Pakistan","2013-10-14","PAK20670","Protests",586,"Karachi","The relatives of a youth who went missing from the city recorded a protest demonstration for his recovery outside the local press club.","Peaceful protest",2013,353,"1","2025-08-11T13:56:14.564054Z",1295,156.516,"NA","NA","against:kidnapping","national","","anti-gov","","","political_behavior_process","","family","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-08-11T13:56:14.564081Z"
"Protesters (Pakistan)","","Pakistan","2013-09-08","PAK20017","Protests",586,"Hyderabad","The employees of the TMA Hyderabad City continued their protest demonstration for the issuance of their withheld salaries outside the Hyderabad press club.","Peaceful protest",2013,354,"1","2025-08-11T13:57:32.679692Z",1296,62.603,"NA","NA","for:wages","regional","","anti-gov","","","labor_wage_dispute","","TMA Hyderabad City employees","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","yes","2025-08-11T13:57:32.679730Z"
"Protesters (Pakistan)","","Pakistan","2013-09-08","PAK20019","Protests",586,"Mirpur Bathoro","A protest demonstration was recorded by the residents of different areas of Bulri Shah Karim against the black marketing of vegetables and other daily use items in their town.","Peaceful protest",2013,355,"1","2025-08-11T13:59:11.796274Z",1297,97.366,"NA","NA","against:black market","national","","anti-gov","","","political_behavior_process","","residents","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","food_water_subsistence","","","unknown","none","no","2025-08-11T13:59:11.796301Z"
"Protesters (Pakistan)","","Pakistan","2013-04-20","PAK17764","Protests",586,"Kot Ghulam Muhammad","Residents of Kot Ghulam Muhammad staged a protest against prolonged power outages in the area.","Peaceful protest",2013,356,"1","2025-08-11T14:00:22.664345Z",1298,65.938,"NA","NA","against: power outages","national","","anti-gov","","","land_farm_issue","","Kot Ghulam Muhammad residents","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-08-11T14:00:22.664372Z"
"Protesters (Pakistan)","","Pakistan","2013-04-14","PAK17690","Protests",586,"Karachi","STPP activists staged a protest in Sindh against an armed attack on their party leader.","Peaceful protest",2013,357,"1","2025-08-11T14:01:25.222964Z",1299,60.439,"NA","NA","against:armed attack","national","","anti-gov","","","political_behavior_process","","STPP activists","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","unknown","none","no","2025-08-11T14:01:25.222998Z"
"Protesters (Pakistan)","","Pakistan","2012-10-10","PAK14338","Protests",586,"Sukkur","The members of the Save Sindh Committee staged protest demonstration outside the Sukkur Press Club against the controversial LG Bill passed by the Sindh Government in the provincial assembly.","Peaceful protest",2012,358,"1","2025-08-11T14:02:34.701678Z",1300,67.455,"NA","NA","against:government bill","national","","anti-gov","","","political_behavior_process","","Save Sindh Committee members","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:02:34.701720Z"
"Protesters (Pakistan)","","Pakistan","2012-10-07","PAK14286","Protests",586,"Hyderabad","Activists of JSQM Wehdat Colony recorded protest demonstration against registrations of alleged fake cases against party leader Ghulam Haider Dharejo outside Hyderbad Press Club.","Peaceful protest",2012,359,"1","2025-08-11T14:05:45.017865Z",1301,188.598,"NA","NA","against:fake legal cases","national","","pro-gov","","","political_behavior_process","","JSQM Wehdat Colony activists","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","pro_government","","","unknown","none","no","2025-08-11T14:05:45.017898Z"
"Protesters (Pakistan)","","Pakistan","2012-09-22","PAK14092","Protests",586,"Kandiaro","The members of the Mehran Teachers' Association Kandiaro recorded protest demonstration against the actions of the DO Education.","Peaceful protest",2012,360,"1","2025-08-11T14:08:17.402363Z",1302,71.437,"NA","NA","against:government actions","national","","anti-gov","","","political_behavior_process","","Mehran Teachers' Association","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:08:17.402387Z"
"Protesters (Pakistan)","","Pakistan","2012-08-02","PAK13268","Protests",586,"Hyderabad","The residents of village Bangal Khan Solangi, Hyderabad staged a protest demonstration against the actions of the police.","Peaceful protest",2012,361,"1","2025-08-11T14:10:08.990103Z",1303,106.489,"NA","NA","against:police actions","local","","anti-gov","","","police_brutality","","Bangal Khan Solangi residents","no","","ignore","","unknown","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:10:08.990136Z"
"Protesters (Pakistan)","","Pakistan","2011-09-04","PAK8036","Protests",586,"Hyderabad","Members of the Awami Tehreek staged a protest in Hyderabad against the support of the interior minister to terrorists.","Peaceful protest",2011,362,"1","2025-08-11T14:13:06.653652Z",1304,172.369,"NA","NA","against:terrorism support","national","","anti-gov","","","political_behavior_process","","Awami Tehreek members","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","unknown","none","no","2025-08-11T14:13:06.653678Z"
"Protesters (Pakistan)","","Pakistan","2010-10-24","PAK4760","Protests",586,"Hyderabad","The activists of JSQM staged a protest demonstration for release of their party leader outside the Hyderabad Press Club on 24 Oct 2010.","Peaceful protest",2010,363,"1","2025-08-11T14:14:23.812290Z",1305,73.968,"NA","NA","for:release of party leader","national","","anti-gov","","","police_brutality","","JSQM activists","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:14:23.812317Z"
"Protesters (Pakistan)","","Pakistan","2010-10-17","PAK4654","Protests",586,"Tando Muhammad Khan","The employees of the Food Department Tando Muhammad Khan continued their protest demonstration in favour of their demands outside the Local Press Club on 17 Oct 2010.","Peaceful protest",2010,364,"1","2025-08-11T14:15:39.098676Z",1306,50.446,"NA","NA","","NA (only non-gov)","","non-gov target","","","","","employees","no","","ignore","","policy_change","","","","","","","","","","","","no","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-08-11T14:15:39.098717Z"
"Protesters (Pakistan)","","Pakistan","2010-10-01","PAK4319","Protests",586,"Mehrabpur","On 1 October 2010, residents of different areas of Mehrabpur under the leadership of the leaders of different political, social and religious parties staged a protest demonstration in Mehrabpur city (Naushahro Feroze, Sindh), against the SESCO authorities for continuing the process of several hours of unannounced load shedding.","Peaceful protest",2010,365,"1","2025-08-11T14:17:30.642355Z",1307,52.992,"NA","NA","against:government actions","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:17:30.642395Z"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2019-12-06","PSE6581","Riots",275,"Shokat as Sufi","On 6 December 2019, approximately 4,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks at soldiers. 37 were injured, 4 by live fire and 10 by rubber-coated bullets. Amongst the injured were 10 children and a paramedic. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Bray and Gaza based on location of previous demonstrations.","Violent demonstration",2019,366,"1","2025-08-11T14:20:30.462853Z",1308,177.582,"injuries","physical_intervention","against:israeli government","national","approximately 4000","anti-gov","4000","2000-4999","political_behavior_process","","Palestinians","yes","[{""number"":4000}]","shootings","crowd_dispersal","institutional_reform","","[{""number"":0}]","[{""number"":37}]","4000","","","","","material_physical_repression","violent","throwing rocks","yes","anti_gov_violence","anti_gov_violence","","ethnic_discrimination","","","1001_to_10000","non_lethal","no","2025-08-11T14:20:30.462878Z"
"Protesters (Myanmar)","","Myanmar","2021-02-25","MMR12484","Protests",104,"Taunggyi","On 25 February 2021, in Taunggyi town (Taunggyi township, Taunggyi district, Shan state), hundreds of thousands of locals - including students, engineers, health workers, education staff and teachers, as well as ethnic Shan, Danu, Pa-Oh, Palaung people - held a protest against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,367,"1","2025-08-11T14:23:35.949832Z",1309,184.531,"NA","NA","against:military coup","national","hundreds of thousands","anti-gov","hundreds of thousands",">10000","political_behavior_process","","students, engineers, health workers, education staff and teachers and residents","no","[{""number"":100000}]","ignore","","regime_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","elections","","","100001_to_1000000","none","no","2025-08-11T14:23:35.949859Z"
"Protesters (Poland)","","Poland","2020-10-30","POL1348","Protests",616,"Aleksandrow Kujawski","On 30 October 2020, activists, mostly women, gathered for a rally in Aleksandrow Kujawski, protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,368,"1","2025-08-11T14:24:32.283787Z",1310,54.452,"NA","NA","against:abortion restrictions","national","","anti-gov","","","social_restriction","","Women's Strike","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","female_event","human_rights_democracy","","","unknown","none","no","2025-08-11T14:24:32.283815Z"
"Rioters (Lebanon)","","Lebanon","2021-03-05","LBN8399","Riots",422,"Mazraat el Aarqoub","On 5 March 2021, nationwide demonstrations broke out for the fourth day after the Lebanese exchange rate to the dollar sharply deteriorated, coinciding with the increasing cost of living. Rioters blocked the main road linking Nabatiye and Marjayoun at the Khardali-Sahel el Madina- Al Jurmuk intersection near Mazraat el Aarqoub (Jezzine) with burning tires.","Violent demonstration",2021,369,"1","2025-08-11T14:25:47.900488Z",1311,73.357,"property_damage_or_clashes","NA","against:bad economic situation","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","policy_change","","","","","","commission","dispersion","tire burning","neutral","nonviolent","","yes","no_escalation","org_riot","","economy_jobs","","","unknown","none","no","2025-08-11T14:25:47.900521Z"
"Protesters (Myanmar)","","Myanmar","2021-02-15","MMR12194","Protests",104,"Kungyangon","On 15 February 2021, in Kungyangon township (Yangon (South) district, Yangon region), tens of thousands of locals including government employees held a protest march against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,370,"1","2025-08-11T14:27:45.914227Z",1312,84.534,"NA","NA","against:military coup","national","tens of thousands","anti-gov","tens of thousands",">10000","political_behavior_process","","locals and government employees","no","[{""number"":1000}]","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","elections","","","10001_to_100000","none","no","2025-08-11T14:27:45.914259Z"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2021-06-04","PSE20459","Riots",275,"Sinjil","On 4 June 2021, Palestinian rioters clashed with Israeli military forces who fired tear gas canisters towards them during a demonstration in the village of Sinjil (Ramallah and Al Bireh). A reason for the demonstration was not disclosed. Palestinian rioters allegedly threw stones towards Israeli soldiers.","Violent demonstration",2021,371,"1","2025-08-11T14:28:57.677474Z",1313,70.528,"property_damage_or_clashes","presence_only","against:israeli government","national","","anti-gov","","","political_behavior_process","","Palestinians","no","","ignore","","policy_change","","","","","","","","","neutral","violent","throwing rocks","yes","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-08-11T14:28:57.677501Z"
"Rioters (Lebanon)","","Lebanon","2021-03-03","LBN8298","Riots",422,"Beit Chama","On 3 March 2021, nationwide demonstrations broke out for the second day after the Lebanese exchange rate hit a new all-time low, coinciding with the increasing cost of living. Rioters blocked a road in Beit Chama (Baalbek) town with burning tires.","Violent demonstration",2021,372,"1","2025-08-11T14:30:01.480756Z",1314,59.879,"NA","NA","against:cost of living","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","policy_change","","","","","protest","commission","dispersion","tire burning","neutral","mixed","tire burning","yes","no_escalation","spont_riot","","economy_jobs","","","unknown","none","no","2025-08-11T14:30:01.480803Z"
"Protesters (Paraguay)","","Paraguay","2021-02-23","PAR1783","Protests",600,"Villa Elisa","On 23 February 2021, in Villa Elisa (Central), a group of female lawyers gathered in front of a institution known as Women's City, dependent on the Ministry of Women, to demand the Minister's resignation. The group claimed the Ministry does nothing in cases of gender-based violence.","Peaceful protest",2021,373,"1","2025-08-11T14:31:39.146593Z",1315,101.00500000000001,"NA","NA","for:resignation of minister","national","","anti-gov","","","political_behavior_process","","female lawyers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","female_event","other","","","unknown","none","no","2025-08-11T14:32:50.770127Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2020-10-04","TUR13744","Protests",792,"Cankaya","On 4 October 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.","Protest with intervention",2020,374,"1","2025-08-11T14:32:35.827297Z",1316,58.085,"NA","NA","for:jobs","national","","anti-gov","","","political_behavior_process","","former public workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","economy_jobs","","unknown","none","no","2025-08-11T14:32:42.565157Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2020-07-06","TUR12492","Protests",792,"Cankaya","On 6 July 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.","Protest with intervention",2020,375,"1","2025-08-11T14:33:51.873548Z",1317,59.581,"NA","physical_intervention","for:jobs","national","","anti-gov","","","labor_wage_dispute","","former public workers","no","","crowd_dispersal","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-11T14:33:51.873570Z"
"Protesters (Turkey)","Police Forces of Turkey (2016-)","Turkey","2020-06-17","TUR12211","Protests",792,"Cankaya","On 17 June 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.","Protest with intervention",2020,376,"1","2025-08-11T14:34:55.649736Z",1318,61.995,"NA","physical_intervention","for:jobs","national","","anti-gov","","","labor_wage_dispute","","former public workers","no","","crowd_dispersal","ignore","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","non_lethal","no","2025-08-11T14:34:55.649763Z"
